react.git	1c2876d5b558b8591feb335d8d7204bc46f7da8a	MOVE_RENAME	Program	scripts/rollup/plugins/wrap-warning-with-env-check.js:183-1298	scripts/rollup/plugins/wrap-warning-with-env-check.js	scripts/babel/wrap-warning-with-env-check.js:183-1779	scripts/babel/wrap-warning-with-env-check.js	-1172413528
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.common.js:164369-165938	setAttr	dist/vue.common.js:167465-168189	baseSetAttr	-256084841
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:250232-250609	checkKeyCodes	dist/vue.runtime.common.js:93487-93646	isKeyNotMatch	-131235018
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:97020-97876	createFunctionalComponent	dist/vue.js:98940-99140	setFunctionalContextForVNode	617383590
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	RENAME	FunctionDeclaration	dist/vue.js:3967-4241	bind	dist/vue.js:4289-4541	polyfillBind	-1866126796
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:258474-259330	createFunctionalComponent	dist/vue.js:98940-99140	setFunctionalContextForVNode	1936562807
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	RENAME	FunctionDeclaration	dist/vue.runtime.js:115939-116147	Vue$3	dist/vue.runtime.js:117313-117517	Vue	-2307409
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	RENAME	FunctionDeclaration	dist/vue.runtime.common.js:3730-4004	bind	dist/vue.runtime.common.js:4052-4304	polyfillBind	1724242094
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:96881-97737	createFunctionalComponent	dist/vue.runtime.common.js:100155-100355	setFunctionalContextForVNode	-444232305
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:143178-143832	setScope	dist/vue.esm.js:135551-135627	setStyleScope	-1226584343
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:92895-93272	checkKeyCodes	dist/vue.esm.js:93615-93774	isKeyNotMatch	-1473318060
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:92880-93257	checkKeyCodes	dist/vue.common.js:93630-93789	isKeyNotMatch	126789773
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:91565-91942	checkKeyCodes	dist/vue.common.js:93630-93789	isKeyNotMatch	-999426896
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:258474-259330	createFunctionalComponent	packages/vue-server-renderer/basic.js:262133-262333	setFunctionalContextForVNode	-475946339
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:258474-259330	createFunctionalComponent	dist/vue.esm.js:100283-100483	setFunctionalContextForVNode	-1426380669
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:177304-178160	createFunctionalComponent	dist/vue.runtime.common.js:100155-100355	setFunctionalContextForVNode	993049838
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:98210-99066	createFunctionalComponent	dist/vue.js:98940-99140	setFunctionalContextForVNode	-967285356
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:143178-143832	setScope	dist/vue.common.js:135566-135642	setStyleScope	1040037239
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.esm.js:93019-93396	checkKeyCodes	dist/vue.esm.js:93615-93774	isKeyNotMatch	-153275518
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:250232-250609	checkKeyCodes	dist/vue.runtime.js:92143-92302	isKeyNotMatch	-266334570
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	dist/vue.js:92286-92445	isKeyNotMatch	1038523838
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/basic.js:250232-250609	checkKeyCodes	dist/vue.js:92286-92445	isKeyNotMatch	1298812786
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	dist/vue.runtime.js:92143-92302	isKeyNotMatch	1715367055
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	RENAME	FunctionDeclaration	dist/vue.common.js:3730-4004	bind	dist/vue.common.js:4052-4304	polyfillBind	1561421292
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:177304-178160	createFunctionalComponent	dist/vue.common.js:100298-100498	setFunctionalContextForVNode	454540140
